Id,Category
459,10
460,11
461,11
462,11
463,11
464,11
465,11
466,10
467,10
468,11
469,10
470,17
471,10
472,11
473,11
474,11
475,11
476,10
477,11
478,10
479,11
480,11
481,11
482,10
483,17
484,11
485,11
486,10
487,11
488,10
489,11
490,11
491,10
492,10
493,10
494,10
495,11
496,11
497,10
498,10
499,10
500,10
501,11
502,17
503,10
504,10
505,11
506,11
507,10
508,10
509,10
510,10
511,11
512,10
513,11
514,11
515,10
516,10
517,10
518,10
519,11
520,10
521,11
522,11
523,10
524,11
525,10
526,10
527,11
528,11
529,10
530,10
531,10
532,10
533,10
534,10
535,11
536,11
537,11
538,11
539,10
540,11
541,11
542,10
543,11
544,11
545,11
546,11
547,10
548,10
549,10
550,17
551,10
552,11
553,10
554,10
555,11
556,10
557,11
558,11
559,11
560,11
561,11
562,11
563,10
564,10
565,10
566,11
567,10
568,11
569,11
570,11
571,10
572,10
573,11
574,11
575,11
576,11
577,11
578,10
579,17
580,11
581,10
582,11
583,11
584,11
585,11
586,10
587,11
588,10
589,10
590,11
591,11
592,11
593,10
594,11
595,11
596,11
597,10
598,11
599,17
600,11
601,11
602,10
603,11
604,10
605,10
606,11
607,10
608,11
609,10
610,11
611,11
612,11
613,11
614,10
615,11
616,11
617,10
618,11
619,11
620,10
621,10
622,11
623,10
624,10
625,10
626,10
627,10
628,11
629,11
630,11
631,11
632,10
633,11
634,10
635,11
636,11
637,11
638,10
639,10
640,11
641,10
642,11
643,11
644,11
645,10
646,11
647,10
648,11
649,10
650,11
651,11
652,17
653,11
654,10
655,11
656,11
657,11
658,11
659,11
660,10
661,11
662,10
663,11
664,10
665,10
666,11
667,11
668,10
669,17
670,10
671,10
672,10
673,10
674,10
675,11
676,10
677,11
678,11
679,10
680,10
681,11
682,11
683,10
684,10
685,11
686,10
687,10
688,10
689,17
690,11
691,10
692,11
693,10
694,17
695,11
696,11
697,17
698,10
699,17
700,10
701,11
702,11
703,11
704,10
705,10
706,10
707,11
708,10
709,10
710,10
711,11
712,11
713,11
714,10
715,10
716,11
717,10
718,10
719,11
720,11
721,10
722,11
723,10
724,10
725,11
726,10
727,11
728,17
729,10
730,11
731,10
732,11
733,10
734,11
735,11
736,10
737,11
738,11
739,11
740,11
741,10
742,10
743,10
744,10
745,10
746,11
747,10
748,11
749,11
750,11
751,10
752,11
753,11
754,11
755,11
756,11
757,10
758,10
759,17
760,11
761,10
762,11
763,11
764,10
765,10
766,11
767,10
768,10
769,10
770,10
771,11
772,10
773,17
774,10
775,10
776,10
777,10
778,17
779,11
780,11
781,10
782,11
783,10
784,10
785,10
786,11
787,11
788,11
789,11
790,10
791,11
792,10
793,10
794,11
795,11
796,10
797,11
798,11
799,11
800,11
801,11
802,10
803,11
804,11
805,11
806,10
807,10
808,11
809,11
810,11
811,11
812,10
813,10
814,10
815,11
816,11
817,11
818,10
819,11
820,17
821,10
822,11
823,10
824,10
825,10
826,10
827,11
828,10
829,10
830,10
831,10
832,11
833,10
834,10
835,11
836,10
837,10
838,17
839,10
840,11
841,11
842,11
843,10
844,10
845,11
846,10
847,10
848,11
849,10
850,10
851,10
852,10
853,10
854,10
855,11
856,10
857,10
858,17
859,11
860,10
861,10
862,11
863,11
864,11
865,11
866,11
867,10
868,11
869,10
870,10
871,11
872,11
873,10
874,17
875,11
876,11
877,11
878,11
879,11
880,11
881,11
882,11
883,11
884,11
885,10
886,11
887,11
888,11
889,10
890,11
891,11
892,10
893,11
894,10
895,11
896,11
897,11
898,11
899,10
900,11
901,10
902,10
903,11
904,10
905,11
906,11
907,11
908,11
909,11
910,10
911,11
912,11
913,11
914,11
915,11
916,10
917,10
918,10
919,10
920,10
921,11
922,11
923,11
924,11
925,11
926,11
927,11
928,11
929,10
930,10
931,11
932,10
933,11
934,10
935,11
936,10
937,10
938,10
939,11
940,10
941,11
942,2
943,10
944,11
945,11
946,10
947,10
948,10
949,11
950,10
951,10
952,11
953,10
954,11
955,17
956,10
957,10
958,11
959,11
960,11
961,11
962,10
963,11
964,11
965,11
966,11
967,17
968,10
969,10
970,10
971,10
972,17
973,10
974,11
975,10
976,10
977,10
978,11
979,11
980,10
981,11
982,11
983,11
984,11
985,11
986,11
987,11
988,10
989,11
990,11
991,10
992,11
993,17
994,11
995,11
996,11
997,10
998,11
999,11
1000,11
1001,10
1002,11
1003,11
1004,11
1005,10
1006,11
1007,10
1008,10
1009,10
1010,11
1011,10
1012,11
1013,11
1014,11
1015,10
1016,11
1017,10
1018,11
1019,11
1020,10
1021,11
1022,10
1023,10
1024,10
1025,10
1026,10
1027,11
1028,10
1029,10
1030,11
1031,10
1032,11
1033,10
1034,10
1035,10
1036,10
1037,10
1038,11
1039,11
1040,10
1041,10
1042,11
1043,17
1044,11
1045,11
1046,11
1047,10
1048,11
1049,10
1050,11
1051,11
1052,10
1053,10
1054,11
1055,11
1056,10
1057,10
1058,10
1059,10
1060,11
1061,11
1062,11
1063,11
1064,10
1065,10
1066,11
1067,11
1068,11
1069,10
1070,10
1071,11
1072,10
1073,11
1074,10
1075,11
1076,10
1077,11
1078,11
1079,11
1080,10
1081,11
1082,11
1083,10
1084,10
1085,10
1086,17
1087,10
1088,17
1089,10
1090,10
1091,10
1092,10
1093,11
1094,10
1095,10
1096,17
1097,10
1098,10
1099,17
1100,10
1101,17
1102,10
1103,10
1104,10
1105,11
1106,11
1107,10
1108,11
1109,10
1110,11
1111,10
1112,10
1113,11
1114,10
1115,11
1116,11
1117,10
1118,11
1119,11
1120,11
1121,10
1122,11
1123,11
1124,10
1125,10
1126,10
1127,10
1128,10
1129,10
1130,11
1131,11
1132,10
1133,10
1134,11
1135,11
1136,10
1137,10
1138,11
1139,10
1140,10
1141,10
1142,10
1143,10
1144,11
1145,11
1146,11
1147,11
1148,10
1149,11
1150,10
1151,11
1152,11
1153,11
1154,11
1155,10
1156,10
1157,11
1158,10
1159,10
1160,10
1161,11
1162,11
1163,10
1164,10
1165,10
1166,10
1167,11
1168,10
1169,10
1170,10
1171,10
1172,11
1173,11
1174,11
1175,10
1176,11
1177,10
1178,10
1179,10
1180,10
1181,11
1182,10
1183,11
1184,11
1185,11
1186,11
1187,11
1188,11
1189,11
1190,11
1191,10
1192,10
1193,10
1194,11
1195,11
1196,2
1197,17
1198,10
1199,10
1200,11
1201,10
1202,11
1203,10
1204,11
1205,10
1206,11
1207,10
1208,11
1209,10
1210,11
1211,10
1212,10
1213,10
1214,11
1215,10
1216,11
1217,11
1218,11
1219,10
1220,10
1221,11
1222,10
1223,11
1224,11
1225,11
1226,10
1227,10
1228,10
1229,10
1230,11
1231,11
1232,10
1233,11
1234,10
1235,11
1236,11
1237,10
1238,11
1239,11
1240,10
1241,10
1242,11
1243,10
1244,11
1245,10
1246,17
1247,10
1248,10
1249,11
1250,10
1251,11
1252,10
1253,10
1254,10
1255,10
1256,10
1257,10
1258,10
1259,17
1260,11
1261,11
1262,10
1263,10
1264,11
1265,10
1266,11
1267,11
1268,10
1269,10
1270,11
1271,10
1272,10
1273,11
1274,10
1275,10
1276,10
1277,10
1278,11
1279,11
1280,11
1281,2
1282,10
1283,10
1284,10
1285,10
1286,11
1287,10
1288,11
1289,10
1290,10
1291,17
1292,10
1293,10
1294,11
1295,10
1296,11
1297,11
1298,10
1299,10
1300,10
1301,10
1302,11
1303,11
1304,10
1305,10
1306,11
1307,10
1308,10
1309,10
1310,10
1311,10
1312,11
1313,10
1314,10
1315,11
1316,10
1317,10
1318,11
1319,10
1320,11
1321,10
1322,11
1323,10
1324,10
1325,10
1326,11
1327,11
1328,11
1329,11
1330,17
1331,10
1332,11
1333,11
1334,11
1335,10
1336,10
1337,11
1338,10
1339,11
1340,11
1341,10
1342,10
1343,10
1344,11
1345,10
1346,10
1347,11
1348,10
1349,10
1350,11
1351,17
1352,11
1353,10
1354,10
1355,10
1356,11
1357,10
1358,10
1359,11
1360,17
1361,10
1362,11
1363,11
1364,11
1365,10
1366,10
1367,11
1368,10
1369,11
1370,11
1371,10
1372,10
1373,11
1374,10
1375,11
1376,10
1377,11
1378,10
1379,11
1380,10
1381,10
1382,11
1383,11
1384,17
1385,11
1386,11
1387,17
1388,10
1389,10
1390,11
1391,11
1392,11
1393,11
1394,11
1395,17
1396,11
1397,10
1398,11
1399,11
1400,10
1401,2
1402,10
1403,10
1404,10
1405,10
1406,10
1407,11
1408,11
1409,10
1410,11
1411,11
1412,10
1413,10
1414,11
1415,10
1416,11
1417,11
1418,10
1419,10
1420,10
1421,11
1422,11
1423,11
1424,10
1425,10
1426,10
1427,10
1428,11
1429,10
1430,11
1431,11
1432,10
1433,11
1434,11
1435,10
1436,10
1437,11
1438,10
1439,10
1440,11
1441,10
1442,11
1443,11
1444,10
1445,11
1446,11
1447,10
1448,10
1449,17
1450,11
1451,17
1452,10
1453,11
1454,10
1455,10
1456,11
1457,10
1458,17
1459,11
1460,10
1461,10
1462,10
1463,11
1464,11
1465,10
1466,10
1467,11
1468,10
1469,10
1470,11
1471,11
1472,11
1473,10
1474,11
1475,10
1476,11
1477,17
1478,10
1479,10
1480,17
1481,11
1482,10
1483,11
1484,10
1485,11
1486,11
1487,11
1488,10
1489,17
1490,10
1491,11
1492,10
1493,11
1494,11
1495,11
1496,10
1497,11
1498,10
1499,10
1500,11
1501,10
1502,11
1503,10
1504,11
1505,11
1506,10
1507,11
1508,10
1509,17
1510,11
1511,11
1512,11
1513,11
1514,11
1515,10
1516,11
1517,10
1518,10
1519,10
1520,10
1521,17
1522,10
1523,11
1524,11
1525,10
1526,11
1527,11
1528,10
1529,17
1530,11
1531,10
1532,10
1533,10
1534,10
1535,17
1536,11
1537,10
1538,10
1539,11
1540,11
1541,11
1542,10
1543,11
1544,10
1545,11
1546,10
1547,11
1548,10
1549,10
1550,10
1551,10
1552,10
1553,10
1554,10
1555,10
1556,11
1557,11
1558,11
1559,10
1560,11
1561,10
1562,11
1563,11
1564,10
1565,17
1566,10
1567,10
1568,10
1569,10
1570,10
1571,11
1572,11
1573,17
1574,11
1575,10
1576,11
1577,10
1578,10
1579,10
1580,10
1581,10
1582,11
1583,11
1584,11
1585,11
1586,10
1587,10
1588,10
1589,10
1590,11
1591,10
1592,11
1593,10
1594,11
1595,10
1596,11
1597,11
1598,11
1599,10
1600,11
1601,11
1602,10
1603,11
1604,11
1605,11
1606,10
1607,10
1608,11
1609,10
1610,11
1611,11
1612,11
1613,11
1614,10
1615,10
1616,10
1617,11
1618,11
1619,11
1620,17
1621,11
1622,10
1623,11
1624,11
1625,10
1626,10
1627,10
1628,11
1629,10
1630,11
1631,10
1632,17
1633,10
1634,11
1635,11
1636,11
1637,10
1638,10
1639,10
1640,17
1641,10
1642,10
1643,11
1644,10
1645,10
1646,10
1647,11
1648,11
1649,11
1650,17
1651,11
1652,10
1653,11
1654,10
1655,10
1656,10
1657,11
1658,11
1659,10
1660,11
1661,11
1662,10
1663,11
1664,10
1665,17
1666,11
1667,11
1668,10
1669,11
1670,11
1671,10
1672,10
1673,10
1674,11
1675,10
1676,10
1677,11
1678,10
1679,10
1680,11
1681,10
1682,11
1683,10
1684,10
1685,10
1686,10
1687,11
1688,10
1689,10
1690,10
1691,10
1692,11
1693,10
1694,10
1695,10
1696,11
1697,10
1698,10
1699,10
1700,10
1701,11
1702,11
1703,10
1704,17
1705,17
1706,10
1707,10
1708,11
1709,10
1710,11
1711,11
1712,10
1713,10
1714,10
1715,10
1716,11
1717,10
1718,10
1719,11
1720,10
1721,10
1722,10
1723,11
1724,11
1725,10
1726,11
1727,11
1728,11
1729,10
1730,10
1731,10
1732,11
1733,11
1734,17
1735,11
1736,11
1737,10
1738,11
1739,11
1740,11
1741,11
1742,11
1743,10
1744,11
1745,10
1746,10
1747,10
1748,11
1749,11
1750,10
1751,10
1752,10
1753,10
1754,11
1755,11
1756,11
1757,11
1758,11
1759,11
1760,10
1761,11
1762,11
1763,10
1764,11
1765,11
1766,10
1767,10
1768,11
1769,11
1770,11
1771,11
1772,11
1773,17
1774,10
1775,10
1776,11
1777,10
1778,11
1779,17
1780,11
1781,10
1782,10
1783,11
1784,11
1785,10
1786,11
1787,10
1788,10
1789,11
1790,10
1791,11
1792,17
1793,11
1794,10
1795,11
1796,11
1797,10
1798,11
1799,10
1800,11
1801,10
1802,11
1803,11
1804,11
1805,11
1806,10
1807,11
1808,10
1809,0
1810,11
1811,11
1812,10
1813,10
1814,11
1815,10
1816,17
1817,10
1818,10
1819,11
1820,10
1821,10
1822,10
1823,11
1824,10
1825,11
1826,10
1827,10
1828,10
1829,11
1830,11
1831,10
1832,11
1833,10
1834,10
1835,11
1836,10
1837,11
1838,11
1839,11
1840,11
1841,11
1842,10
1843,10
1844,10
1845,10
1846,11
1847,11
1848,11
1849,10
1850,11
1851,11
1852,11
1853,10
1854,10
1855,11
1856,11
1857,11
1858,10
1859,10
1860,10
1861,10
1862,11
1863,11
1864,10
1865,10
1866,11
1867,10
1868,17
1869,10
1870,10
1871,10
1872,10
1873,10
1874,10
1875,10
1876,10
1877,11
1878,11
1879,10
1880,10
1881,11
1882,11
1883,10
1884,17
1885,11
1886,10
1887,10
1888,11
1889,11
1890,11
1891,11
1892,11
1893,11
1894,10
1895,10
1896,11
1897,11
1898,10
1899,17
1900,10
1901,11
1902,11
1903,11
1904,10
1905,17
1906,10
1907,11
1908,11
1909,10
1910,10
1911,17
1912,10
1913,10
1914,11
1915,10
1916,11
1917,10
1918,10
1919,11
1920,11
1921,10
1922,10
1923,10
1924,11
1925,11
1926,10
1927,11
1928,10
1929,10
1930,11
1931,11
1932,10
1933,11
1934,10
1935,10
1936,11
1937,10
1938,10
1939,11
1940,11
1941,10
1942,11
1943,10
1944,11
1945,10
1946,17
1947,11
1948,10
1949,10
1950,10
1951,10
1952,11
1953,11
1954,10
1955,10
1956,10
1957,10
1958,11
1959,11
1960,10
1961,10
1962,10
1963,10
1964,10
1965,11
1966,10
1967,10
1968,11
1969,11
1970,11
1971,11
1972,11
1973,11
1974,10
1975,10
1976,11
1977,11
1978,11
1979,11
1980,10
1981,10
1982,11
1983,10
1984,11
1985,11
1986,11
1987,10
1988,17
1989,11
1990,10
1991,11
1992,10
1993,11
1994,10
1995,10
1996,10
1997,11
1998,10
1999,11
2000,10
2001,11
2002,10
2003,11
2004,11
2005,11
2006,11
2007,10
2008,10
2009,10
2010,10
2011,10
2012,11
2013,11
2014,10
2015,10
2016,10
2017,11
2018,11
2019,10
2020,11
2021,11
2022,10
2023,11
2024,10
2025,10
2026,11
2027,11
2028,11
2029,10
2030,11
2031,10
2032,11
2033,10
2034,10
2035,11
2036,11
2037,10
2038,10
2039,11
2040,11
2041,10
2042,10
2043,11
2044,10
2045,11
2046,11
2047,10
2048,11
2049,11
2050,10
2051,11
2052,11
2053,11
2054,10
2055,11
2056,10
2057,11
2058,11
2059,10
2060,11
2061,10
2062,11
2063,17
2064,10
2065,11
2066,10
2067,11
2068,17
2069,10
2070,10
2071,11
2072,11
2073,10
2074,11
2075,10
2076,10
2077,11
2078,10
2079,11
2080,10
2081,11
2082,11
2083,11
2084,11
2085,10
2086,11
2087,11
2088,10
2089,10
2090,11
2091,10
2092,10
2093,11
2094,11
2095,10
2096,10
2097,11
2098,10
2099,17
2100,10
2101,11
2102,10
2103,11
2104,10
2105,10
2106,11
2107,11
2108,11
2109,11
2110,11
2111,10
2112,11
2113,11
2114,11
2115,10
2116,10
2117,11
2118,10
2119,10
2120,10
2121,10
2122,11
2123,10
2124,10
2125,11
2126,10
2127,11
2128,17
2129,10
2130,11
2131,11
2132,10
2133,11
2134,10
2135,10
2136,10
2137,11
2138,11
2139,10
2140,11
2141,10
2142,10
2143,10
2144,10
2145,10
2146,11
2147,11
2148,11
2149,11
2150,11
2151,11
2152,11
2153,10
2154,10
2155,11
2156,11
2157,11
2158,11
2159,10
2160,10
2161,10
2162,10
2163,10
2164,10
2165,10
2166,11
2167,10
2168,11
2169,10
2170,10
2171,10
2172,10
2173,10
2174,10
2175,10
2176,10
2177,11
2178,10
2179,11
2180,11
2181,11
2182,11
2183,10
2184,11
2185,10
2186,11
2187,10
2188,10
2189,11
2190,10
2191,10
2192,11
2193,11
2194,10
2195,12
2196,10
2197,11
2198,10
2199,11
2200,11
2201,10
2202,10
2203,10
2204,11
2205,11
2206,11
2207,11
2208,10
2209,10
2210,11
2211,11
2212,17
2213,11
2214,10
2215,10
2216,10
2217,11
2218,11
2219,10
2220,10
2221,11
2222,10
2223,10
2224,10
2225,10
2226,10
2227,17
2228,10
2229,11
2230,10
2231,11
2232,10
2233,11
2234,10
2235,10
2236,11
2237,10
2238,10
2239,10
2240,11
2241,11
2242,10
2243,10
2244,10
2245,10
2246,11
2247,11
2248,11
2249,11
2250,11
2251,10
2252,17
2253,10
2254,10
2255,10
2256,11
2257,10
2258,11
2259,11
2260,10
2261,11
2262,11
2263,10
2264,11
2265,11
2266,11
2267,10
2268,11
2269,11
2270,11
2271,10
2272,10
2273,11
2274,10
2275,11
2276,17
2277,11
2278,11
2279,10
2280,10
2281,10
2282,11
2283,10
2284,10
2285,11
2286,17
2287,11
2288,10
2289,11
2290,10
2291,11
2292,11
2293,11
2294,11
2295,10
2296,10
2297,10
2298,10
2299,11
2300,10
2301,11
2302,17
2303,11
2304,10
2305,10
2306,11
2307,10
2308,10
2309,10
2310,11
2311,11
2312,10
2313,10
2314,11
2315,10
2316,11
2317,10
2318,10
2319,10
2320,10
2321,11
2322,10
2323,11
2324,10
2325,11
2326,11
2327,10
2328,11
2329,10
2330,11
2331,11
2332,11
2333,10
2334,11
2335,17
2336,11
2337,10
2338,17
2339,17
2340,11
2341,10
2342,10
2343,11
2344,11
2345,11
2346,10
2347,11
2348,11
2349,11
2350,11
2351,11
2352,10
2353,11
2354,17
2355,10
2356,10
2357,11
2358,11
2359,10
2360,10
2361,10
2362,11
2363,17
2364,11
2365,11
2366,10
2367,10
2368,11
2369,10
2370,11
2371,11
2372,10
2373,10
2374,10
2375,10
2376,11
2377,10
2378,10
2379,10
2380,10
2381,11
2382,10
2383,10
2384,11
2385,11
2386,11
2387,10
2388,11
2389,11
2390,11
2391,11
2392,11
2393,10
2394,11
2395,11
2396,10
2397,10
2398,11
2399,11
2400,17
2401,10
2402,10
2403,11
2404,17
2405,11
2406,10
2407,11
2408,10
2409,11
2410,11
2411,10
2412,10
2413,11
2414,11
2415,11
2416,10
2417,11
2418,11
2419,11
2420,10
2421,11
2422,10
2423,11
2424,10
2425,11
2426,10
2427,17
2428,11
2429,11
2430,17
2431,11
2432,11
2433,10
2434,10
2435,17
2436,10
2437,11
2438,11
2439,10
2440,10
2441,11
2442,17
2443,10
2444,10
2445,11
2446,11
2447,11
2448,11
2449,11
2450,10
2451,11
2452,10
2453,10
2454,10
2455,11
2456,17
2457,10
2458,11
2459,11
2460,11
2461,11
2462,11
2463,10
2464,10
2465,11
2466,10
2467,11
2468,11
2469,11
2470,10
2471,11
2472,10
2473,11
2474,10
2475,10
2476,10
2477,10
2478,11
2479,10
2480,11
2481,11
2482,10
2483,10
2484,11
2485,17
2486,10
2487,11
2488,10
2489,11
2490,11
2491,10
2492,11
2493,10
2494,10
2495,10
2496,10
2497,11
2498,10
2499,10
2500,11
2501,11
2502,10
2503,10
2504,11
2505,11
2506,17
2507,10
2508,11
2509,10
2510,11
2511,10
2512,11
2513,10
2514,11
2515,11
2516,11
2517,11
2518,11
2519,10
2520,11
2521,17
2522,10
2523,17
2524,17
2525,11
2526,10
2527,10
2528,11
2529,11
2530,10
2531,11
2532,11
2533,10
2534,11
2535,10
2536,10
2537,10
2538,11
2539,11
2540,10
2541,11
2542,11
2543,11
2544,10
2545,11
2546,11
2547,11
2548,10
2549,11
2550,11
2551,11
2552,11
2553,11
2554,11
2555,10
2556,10
2557,10
2558,11
2559,10
2560,11
2561,10
2562,11
2563,11
2564,11
2565,10
2566,17
2567,10
2568,10
2569,10
2570,10
2571,10
2572,11
2573,11
2574,11
2575,11
2576,11
2577,10
2578,11
2579,11
2580,10
2581,11
2582,10
2583,10
2584,10
2585,10
2586,11
2587,11
2588,10
2589,11
2590,11
2591,11
2592,10
2593,11
2594,11
2595,10
2596,10
2597,10
2598,10
2599,10
2600,17
2601,11
2602,10
2603,10
2604,11
2605,10
2606,11
2607,10
2608,10
2609,17
2610,11
2611,11
2612,11
2613,10
2614,11
2615,10
2616,11
2617,10
2618,10
2619,10
2620,10
2621,11
2622,11
2623,11
2624,11
2625,11
2626,11
2627,11
2628,10
2629,11
2630,11
2631,10
2632,10
2633,10
2634,10
2635,10
2636,10
2637,10
2638,10
2639,10
2640,11
2641,10
2642,10
2643,17
2644,10
2645,11
2646,10
2647,10
2648,11
2649,11
2650,10
2651,10
2652,10
2653,10
2654,10
2655,11
2656,10
2657,10
2658,10
2659,11
2660,10
2661,11
2662,10
2663,11
2664,11
2665,10
2666,10
2667,10
2668,11
2669,11
2670,11
2671,11
2672,11
2673,10
2674,11
2675,11
2676,11
2677,10
2678,11
2679,11
2680,10
2681,11
2682,10
2683,11
2684,11
2685,10
2686,11
2687,10
2688,11
2689,11
2690,11
2691,11
2692,10
2693,10
2694,10
2695,10
2696,11
2697,11
2698,10
2699,10
2700,11
2701,10
2702,11
2703,10
2704,10
2705,11
2706,11
2707,10
2708,10
2709,10
2710,11
2711,11
2712,10
2713,10
2714,11
2715,10
2716,11
2717,10
2718,11
2719,11
2720,11
2721,10
2722,11
2723,10
2724,17
2725,11
2726,11
2727,11
2728,11
2729,10
2730,11
2731,11
2732,10
2733,10
2734,11
2735,10
2736,10
2737,17
2738,17
2739,10
2740,11
2741,10
2742,10
2743,10
2744,11
2745,11
2746,10
2747,11
2748,10
2749,10
2750,11
2751,11
2752,10
2753,11
2754,10
2755,11
2756,11
2757,11
2758,11
2759,11
2760,10
2761,17
2762,11
2763,11
2764,11
2765,11
2766,11
2767,11
2768,10
2769,10
2770,10
2771,10
2772,10
2773,10
2774,11
2775,10
2776,11
2777,10
2778,11
2779,10
2780,11
2781,11
2782,11
2783,11
2784,11
2785,10
2786,10
2787,11
2788,17
2789,10
2790,10
2791,10
2792,10
2793,10
2794,11
2795,10
2796,10
2797,11
2798,10
2799,10
2800,17
2801,11
2802,11
2803,10
2804,10
2805,11
2806,10
2807,10
2808,11
2809,10
2810,11
2811,11
2812,10
2813,11
2814,11
2815,10
2816,17
2817,10
2818,11
2819,10
2820,10
2821,11
2822,10
2823,11
2824,10
2825,10
2826,17
2827,11
2828,10
2829,10
2830,11
2831,10
2832,11
2833,11
2834,11
2835,10
2836,10
2837,10
2838,11
2839,17
2840,11
2841,11
2842,11
2843,11
2844,11
2845,11
2846,10
2847,10
2848,11
2849,11
2850,10
2851,11
2852,10
2853,10
2854,11
2855,10
2856,11
